ay,bleu_ay,bleu_iy,iy,x,z,dblue
इसके बाद एरोन फिंच ( 47 ) और कप्तान स्टीव स्मिथ ( 46 ) ने पारी को संभाला ।,0.26104909033290696,0.2955043237121875,इसके बाद एरोन फिंच ( 47 ) और कप्तान स्टीव स्मिथ ( 46 ) ने मोर्चा संभाला ।,After that Aaron Finch (47) and captain Steve Smith (46) took charge.,इसके बाद एरोन फिंच (47) और कप्तान स्टीव स्मिथ (46) ने मोर्चा संभाला।,-0.034455233379280525
फिंच को वॉटसन ने आउट कर दिया ।,0.10229197414177782,0.2846946938149361,पोलार्ड ने फिंच को एलबीडब्ल्यू आउट किया ।,Pollard broke Finch after dismissing Finch.,पोलार्ड ने फिंच को आउट करके इस साझेदारी को तोड़ा।,-0.1824027196731583
विराट कोहली की वो गुण जो उन्हें बना रहे हैं,0.2907153684841096,0.13950796967929135,विराट कोहली की कप्तानी में ये कारनामा कर रहे हैं ।,"Those qualities of Virat Kohli, who make them are superhusband","विराट कोहली की वो खूबियां, जो बनाएंगी उन्हें सुपर हसबैंड",0.15120739880481826
इसके बाद जॉर्ज बेली ( 22 ) और मिचेल मार्श ( 32 ) ने अहम योगदान दिया ।,0.1444788670919441,0.20706193828327604,इसके बाद जॉर्ज बैली ( 22 ) और मिचेल मार्श ( 32 ) ने अहम योगदान दिया ।,After that George Bailey (22) and Mitchell Marsh (32) made important contributions.,इसके बाद जॉर्ज बैली ने (22) और मिचेल मार्श ने (32) रनों का महत्वपूर्ण योगदान दिया।,-0.06258307119133194
मैथ्यू वेड ने 52 गेंदों पर 2 चौकों और 3 छक्कों की मदद से नाबाद 52 रनों की धुआंधार पारी खेली ।,0.36636598035336837,0.31684822717918226,मैथ्यू वेड ने 52 गेंदों पर 2 चौकों और 3 छक्कों की मदद से 52 रन बनाए ।,Matthew Wade scored 52 not out in 52 balls with the help of 2 fours and 3 sixes to score a score of 270.,मैथ्यू वेड ने 52 गेंदों में 2 चौकों व 3 छक्कों की मदद से नाबाद 57 रन बनाते हुए स्कोर को 270 तक पहुंचाया।,0.04951775317418611
वेस्टइंडीज की टीम की तरफ से जेसन होल्डर और शेन गैब्रिएल ने दो - दो विकेट लिए ।,0.3575297164449809,0.3575297164449809,वेस्टइंडीज की टीम की तरफ से जेसन होल्डर और शेन सोढी ने दो - दो विकेट लिए ।,Jason Holder and Shane Gabriel took two wickets each on behalf of the West Indies team.,वेस्टइंडीज टीम की तरफ से जेसन होल्डर और शेनोन गेब्रिएल ने दो-दो विकेट लिए।,0.0
लक्ष्य का पीछा करने उतरी वेस्टइंडीज की टीम को पहला झटका हेजलवुड ने ( 9 ) के रूप में दिया ।,0.6577160909911662,0.6907573115737006,लक्ष्य का पीछा करने उतरी वेस्टइंडीज की टीम को पहला झटका हेजलवुड ने आंद्रे फ्लेचर ( 9 ) के रूप में दिया ।,The first blow to West Indies's team after chasing the target was given by Hezlewood as Andre Fletcher (9).,लक्ष्य का पीछा करने उतरी वेस्टइंडीज की टीम को पहला झटका हेजलवुड ने आंद्रे फ्लेचर (9) के रूप में दिया।,-0.033041220582534336
मार्श ने फिर कैरेबियाई मध्य क्रम को अपनी टीम की तरफ मोड़ दिया ।,0.22781086817809637,0.07716504418099139,मार्श ने इसके बाद बाकी में बल्लेबाजी करते हुए कैरेबियाई टीम को जीत दिलाई ।,"Marsh then demolished the Caribbean middle-order, turning the match towards his team.",इसके बाद मार्श ने कैरेबियाई मध्यक्रम को ध्वस्त करते हुए मैच का रूख अपनी टीम की तरफ मोड़ दिया।,0.15064582399710497
"उन्होंने डेरेन ब्रावो ( 6 ) , मार्लोन सैमुअल्स ( 6 ) और जॉनसन चार्ल्स ( 45 ) का विकेट लिया ।",0.08794090522118718,0.08794090522118718,"उन्होंने रिद्धिमान ब्रावो ( 6 ) , मार्लोन सैमुअल्स ( 6 ) और जॉनसन चार्ल्स ( 45 ) को चलता किया ।","They hunted Darren Bravo (6), Marlon Samuels (6) and Johnson Charles (45).","उन्होंने डैरेन ब्रावो (6), मार्लोन सैमुअल्स (6) और जॉनसन चार्ल्स (45) के शिकार किए।",0.0
"दिनेश रामदीन ( 40 ) और कप्तान जेसन होल्डर ने 34 रन की पारी खेलकर पारी को संभालने की कोशिश की , लेकिन उनके इस प्रयास पर सवालिया निशान साबित हुए ।",0.3310670933889896,0.348911425346382,दिनेश रामदीन ( 40 ) और कप्तान जेसन होल्डर ने 34 रन की पारियां खेलकर पारी को संभालने की कोशिश की लेकिन उनका ये प्रयास सही नजर आया ।,"Denesh Ramdin (40) and captain Jason Holder tried to handle the innings with 34 runs, but their efforts proved unsatisfactory.","दिनेश रामदीन ने (40) और कप्तान जेसन होल्डर ने 34 रन बनाकर पारी को संभालने की कोशिश की, लेकिन उनके प्रयास नाकाफी साबित हुए।",-0.01784433195739238
हेजलवुड ने तब घरेलू टीम को चार और डिमेरिट गेंदबाज दिए ।,0.3646285861936467,0.20504572236241866,इसके बाद हेजलवुड ने लंका को चार और मौका दिया ।,Hezlewood then gave the home team four more jerks.,हेजलवुड ने इसके बाद घरेलू टीम को चार और झटके दिए।,0.15958286383122802
उन्होंने 50 रन देकर 5 विकेट लिए ।,0.1561969968460128,0.1561969968460128,उन्होंने 50 रन देकर 5 विकेट लिए ।,He took 5 wickets for 50 runs.,उन्होंने 50 रनों पर 5 विकेट लिए।,0.0
मार्श ने 32 रन देकर 3 विकेट लिए ।,0.2231618068926664,0.2231618068926664,मार्श ने 32 रन देकर 3 विकेट लिए ।,Marsh took 3 wickets for 32 runs.,मार्श ने 32 रनों पर 3 विकेट लिए।,0.0
तस्वीरें : विश्व क्रिकेट में बनाया ये अनोखा,0.16009559139455187,0.04278179264606696,तस्वीरें : जानिए कैसा रहा था ये,Photos: This unique record made by these world batsmen,तस्वीरें: दुनिया के इन बल्लेबाजों ने बनाया ये अनोखा रिकॉर्ड,0.11731379874848491
क्रिकेट की खबरों के लिए यहां क्लिक,0.8668778997501817,0.8668778997501817,क्रिकेट की खबरों के लिए यहां क्लिक,Click here for cricket news,क्रिकेट की खबरों के लिए यहां क्लिक करें,0.0
खेल की खबरों के लिए यहां क्लिक,0.8668778997501817,0.8668778997501817,खेल की खबरों के लिए यहां क्लिक,Click here for sports news,खेल की खबरों के लिए यहां क्लिक करें,0.0
,0.0,0.0,मोहाली ।,Indore,इंदौर।,0.0
भारत और न्यूजीलैंड के बीच तीसरे और आखिरी टेस्ट मैच में तीसरे दिन का खेल खत्म होने तक भारत ने दूसरी पारी में बिना विकेट गंवाए 18 रन बना लिए हैं ।,0.9343348130467294,0.8498644646741501,भारत और न्यूजीलैंड के बीच तीसरे और आखिरी टेस्ट मैच में तीसरे दिन का खेल खत्म होने तक भारत ने दूसरी पारी में बिना विकेट खोए 18 रन बना लिए हैं ।,"India and New Zealand, in the third and final Test match, till the end of the third day, India scored 18 runs without losing a wicket in the second innings.",भारत और न्यूजीलैंड के बीच तीसरे और आखिरी टेस्ट मैच में तीसरे दिन का खेल खत्म होने तक भारत ने दूसरी पारी में बिना विकेट गंवाए 18 रन बना लिए हैं।,0.08447034837257927
"भारत ने पहली पारी पांच विकेट पर 367 रनों पर घोषित की थी , सोमवार को न्यूजीलैंड 299 रनों पर आउट हो गई थी ।",0.38844138197527767,0.27668736912821895,"भारत ने पहली पारी पांच विकेट पर 469 रन पर घोषित की थी , जिसे सोमवार को न्यूजीलैंड की पहली पारी 299 रन पर आउट हुई थी ।","After India declared the first innings at 557 for five wickets, New Zealand were dismissed for 299 runs on Monday.",भारत की पहली पारी पांच विकेट पर 557 रनों पर घोषित करने के बाद सोमवार को न्यूजीलैंड की टीम 299 रनों पर आउट हो गई।,0.11175401284705871
इस तरह भारत की बढ़त 276 रन की हो गई है ।,0.317023313852343,0.317023313852343,इस तरह भारत की बढ़त 276 रन की हो गई है ।,In this way India's lead has been 276 runs.,इस तरह भारत की लीड 276 रनों की हो गई है।,0.0
भारत के लिए स्पिनर आर अश्विन ने 6 विकेट लिए ।,0.7860753021519787,0.7860753021519787,भारत के लिए स्पिनर आर अश्विन ने 6 विकेट लिए ।,"For India, spinner R Ashwin took 6 wickets.",भारत के लिए स्पिनर आर अश्विन ने 6 विकेट लिए।,0.0
तीसरे टेस्ट मैच की पहली पारी में न्यूजीलैंड की शुरुआत अच्छी रही ।,0.5344445934790545,0.44082318755867267,तीसरे टेस्ट मैच की शुरुआत में न्यूजीलैंड की शुरुआत काफी अच्छी रही ।,The start of New Zealand in the first innings of the third Test was very good.,तीसरे टेस्ट की पहली पारी में न्यूजीलैंड की शुरुआत काफी अच्छी रही।,0.09362140592038182
लाथम और गुप्टिल ने पहले विकेट के लिए 113 रन की साझेदारी की ।,0.4001601601922499,0.4001601601922499,लाथम और गुप्टिल ने पहले विकेट के लिए 113 रन की साझेदारी की ।,Latham and Guptill shared a 113-run partnership for the first wicket.,पहले विकेट के लिए लाथम और गप्टिल ने 113 रन की साझेदारी की।,0.0
अश्विन ने इस साझेदारी को तोड़ दिया और लाथम को 53 रन पर आउट कर दिया ।,0.39846811316275854,0.1727939125990154,अश्विन ने इस साझेदारी को सही रफ्तार दी और 53 रन पर आउट हो गए ।,Ashwin broke the partnership and Latham was bowled out for 53 runs.,इस साझेदारी को अश्विन ने तोड़ा और लाथम को 53 रन पर कॉट एंड बोल्ड आउट किया।,0.22567420056374315
लाथम के सभी काम करने के बाद अश्विन ने 8 रन के स्कोर पर आउट कर दिया ।,0.25890790939055336,0.1311246738393144,लाथम के मामूली प्रदर्शन के बाद शिखर ने 8 रन पर खेल रहे विलियमसन को बोल्ड कर दिया ।,"After doing all the work of Latham, Ashwin bowled Williamson for 8 runs.",लाथम का काम तमाम करने के बाद अश्विन ने विलियमसन को 8 रन पर बोल्ड कर दिया।,0.12778323555123897
इसके बाद अश्विन ने टेलर का शिकार किया और उन्हें जीरो पर रहकर उन्हें वापस भेजा ।,0.4508363852572204,0.2602905083887341,इसके बाद अश्विन ने टेलर और डूप्लेसिस के हाथों कैच कराते हुए उन्हें वापस भेज दिया ।,"After this, Ashwin hauled Taylor and caught him by staying at zero and sent him back.",इसके बाद अश्विन ने टेलर का शिकार किया और उन्हें शून्य पर रहाणे के हाथों कैच करा कर वापस भेज दिया।,0.19054587686848634
"इसके बाद अश्विन ने मार्टिन गुप्टिल को पवेलियन भेजने , जो अर्धशतक भी हासिल किया और गप्टिल को 72 रन पर आउट कर दिया ।",0.2707725262150827,0.1827443475086955,अश्विन ने मार्टिन गप्टिल को भी चलता कर दिया और 72 रन पर आउट कर दिया और 72 रन पर आउट कर दिया ।,"Ashwin contributed a lot to sending the pavilion to Martin Guptill, who also got half-century, and dismissed Guptill for 72 runs.",अर्धशतक जमा चुके मार्टिन गप्टिल को भी पवेलियन भेजने में अश्विन ने अहम योगदान दिया और गप्टिल को 72 रन पर रन आउट कर दिया।,0.08802817870638718
इसके बाद अश्विन ने ल्यूक रॉन्ची को खाता तक खोलने का मौका नहीं दिया और रहाणे के हाथों कैच आउट करवा दिया ।,0.26376248989980733,0.4551439327346926,इसके बाद अश्विन ने ल्यूक रोंची को खाता तक खोलने का मौका नहीं दिया और रहाणे के हाथों स्लिप पर कैच आउट करवाया ।,After this Ashwin did not allow Luke Ronchi to open the account and he got caught out on the slip by Rahane.,इसके बाद अश्विन ने ल्यूक रॉन्की को भी खाता तक नहीं खोलने दिया और उन्हें रहाणे के हाथों स्लिप पर कैच आउट करा दिया।,-0.19138144283488528
अश्विन ने अपने पांचवें विकेट के लिए जेम्स नीशम को आठवें विकेट के लिए आठवें विकेट के रूप में आउट किया ।,0.3865584077322271,0.3878964805488567,अश्विन ने अपने पांचवें विकेट के रूप में जेम्स नीशम को अपने पांचवां विकेट के तौर पर गिरा ।,Ashwin dismissed James Neesham as his eighth wicket for his fifth wicket and the team.,अश्विन ने अपने पांचवें विकेट और टीम के लिए आठवें विकेट के तौर पर जेम्स नीशम को आउट किया।,-0.0013380728166296207
नीशम लंबे समय से विकेट पर परदर्दी से खड़े थे ।,0.15851165692617153,0.049900497019368314,रिषभ को लांग नीशम ने विकेट के पीछे लपका ।,Neesham was standing anchored on the wicket for a long time.,नीशम काफी देर से विकेट पर लंगर डाले खड़े थे।,0.10861115990680321
उन्होंने 71 रन बनाए ।,0.3976353643835253,0.3976353643835253,उन्होंने 71 रन बनाए ।,He scored 71 runs.,उन्होंने 71 रन बनाए।,0.0
अश्विन ने एलबीडब्ल्यू आउट किया,0.24736929544091937,0.2295748846661433,अश्विन ने एलबीडब्ल्यू आउट किया ।,Ashwin LBW dismissed him,अश्विन ने उन्हें एलबीडब्ल्यू आउट किया।,0.017794410774776087
न्यूजीलैंड का स्कोर सलामी बल्लेबाज के रूप में रन आउट हुआ ।,0.3646285861936467,0.1368839049090644,न्यूज़ीलैंड का नौवां विकेट मनप्रीत कौर के तौर पर गिरा ।,New Zealand's ninth wicket run out as Jeetan Patel,न्यूजीलैंड का नौवां विकेट जीतन पटेल के रूप में रन आउट हुूआ।,0.22774468128458228
अश्विन ने बोल्ट को आखिरी विकेट के रूप में आउट किया ।,0.19156928817239646,0.37200908038405156,अश्विन ने आखिरी विकेट के रूप में आउट किया ।,Ashwin dismissed Bolt as the last wicket.,अश्विन ने आखिरी विकेट के तौर पर बोल्ट को आउट किया।,-0.1804397922116551
उन्होंने पुजारा के हाथ से गेंद को लपका ।,0.11339582221952,0.06479066746903603,उन्होंने पुजारा को गेंद फेंकी ।,He catches the ball to Pujara's hand.,उन्होंने बोल्ट को पुजारा के हाथों कैच आउट कराया।,0.04860515475048398
"इसके अलावा उन्होंने दो खिलाड़ियों को भी आउट किया , मार्टिन गुप्टिल और जीतन पटेल ने भी ।",0.29759282342490984,0.1487964117124549,इसके अलावा उन्होंने भी मार्टिन गप्टिल और मनप्रीत पटेल के बीच भी दो - दो विकेट लिए ।,"Apart from this, he also scored two players, Martin Guptill and Jeetan Patel.",इसके अलावा उन्होंने दो खिलाड़ियों मार्टिन गप्टिल और जीतन पटेल को रन आउट भी किया।,0.14879641171245495
स्पिनर जडेजा ने विकेटकीपर के तौर पर अपना पहला विकेट लिया ।,0.53107253497887,0.53107253497887,स्पिनर जडेजा ने विकेटकीपर के तौर पर अपना पहला विकेट लिया ।,Spinner Jadeja took his first wicket as a wicketkeeper.,स्पिनर जडेजा ने वॉटलिंग के तौर पर अपना पहला विकेट लिया।,0.0
जडेजा ने उन्हें 23 रन पर रहाणे के हाथों कैच आउट करवाया ।,0.8242367502646054,0.8242367502646054,जडेजा ने उन्हें 23 रन पर रहाणे के हाथों कैच आउट करवाया ।,Jadeja got him out caught by Rahane at 23 runs.,जडेजा ने उन्हें 23 रन पर रहाणे के हाथों कैच आउट करवाया।,0.0
जडेजा ने अपनी दूसरी टीम के लिए सैंटनर को कोहली के हाथों कैच आउट करवाया ।,0.38438326499110115,0.21395118732312096,जडेजा ने ही कोहली को अपनी दूसरी ही गेंद पर कोहली के हाथों कैच आउट करवा दिया ।,Jadeja catches out Saturn as Kohli in the hands of Kohli for his second team.,जडेजा ने अपने दूसरे टीम के लिए सातवें विकेट के रूप में सैंटनर को कोहली के हाथों कैच आउट कराया।,0.1704320776679802
सेंटनर ने 22 रन बनाए ।,0.3021375397356768,0.5081327481546147,सैंटनर ने 22 रन बनाए ।,Santander scored 22 runs.,सैंटनर ने 22 रन बनाए।,-0.20599520841893793
क्रिकेट की खबरों के लिए यहां क्लिक,0.8668778997501817,0.8668778997501817,क्रिकेट की खबरों के लिए यहां क्लिक,Click here for cricket news,क्रिकेट की खबरों के लिए यहां क्लिक करें,0.0
खेल की खबरों के लिए यहां क्लिक,0.8668778997501817,0.8668778997501817,खेल की खबरों के लिए यहां क्लिक,Click here for sports news,खेल की खबरों के लिए यहां क्लिक करें,0.0
"तेंदल्या , एएफपी ।",0.0,0.0,"प्रिटोरिया , जेएनएन ।","Kuala Lumpur, PTI","कुआलालंपुर, पीटीआइ।",0.0
नेपाल के हारने के बाद गत विजेता भारतीय टीम मंगलवार को अपने पिछले मैच में बांग्लादेश को मिली आठ विकेट से हारने के बाद क्वार्टर फाइनल क्रिकेट टूर्नामेंट से बाहर हो गई ।,0.2667449448591545,0.07742899620230825,प्रियंक के बाद 14वें सीजन के अंतिम मैच में भी पूरी भारतीय टीम ने मंगलवार को फिरोजशाह कोटला स्टेडियम में खेले गए इस मैच को बांग्लादेश के हाथों आठ विकेट से शिकस्त दी ।,"After losing to Nepal, the defending champions Indian team went out of the Asia Cup Under-19 Cricket Tournament after losing eight wickets in Bangladesh on Tuesday in their last match of the league stage.",नेपाल से हारने के बाद गत चैंपियन भारतीय टीम लीग चरण के अपने अंतिम मैच में मंगलवार को यहां बांग्लादेश से आठ विकेट की शिकस्त खाकर एशिया कप अंडर-19 क्रिकेट टूर्नामेंट से बाहर हो गई।,0.18931594865684626
इस तीन दिनों में भारत की दूसरी हार ।,0.1492372948004911,0.16882295545316392,तीन दिन भारत की दूसरी हार है ।,India's second defeat in this three days.,भारत की यह तीन दिन में दूसरी हार है।,-0.01958566065267281
बारिश की वजह से मैच को 32 ओवर का कर दिया गया था ।,0.3759663529467017,0.5331675363405771,बारिश की वजह से मैच 32 ओवर का कर दिया गया ।,"Due to rain, the match was reduced to 32 overs.",बारिश के कारण मैच 32 ओवर का कर दिया गया था।,-0.1572011833938754
भारत ने पहले बल्लेबाजी करते हुए आठ विकेट पर 187 रन बनाए ।,0.8242367502646054,0.8242367502646054,भारत ने पहले बल्लेबाजी करते हुए आठ विकेट पर 187 रन बनाए ।,"India, batting first, scored 187 on eight wickets.",भारत ने पहले बल्लेबाजी करते हुए आठ विकेट पर 187 रन बनाए।,0.0
बांग्लादेश को चार ओवर शेष रहते चार ओवर शेष रहते आसानी से जीत मिली ।,0.1593432683867373,0.07456500977172462,बांग्लादेश को जीत के लिए चार ओवर की चार विकेट शेष रहते मिला ।,"Bangladesh got easy victory with four overs remaining, with 191 runs for two wickets.",बांग्लादेश ने चार ओवर शेष रहते ही दो विकेट पर 191 रन बनाकर आसान जीत दर्ज की।,0.08477825861501267
भारतीय टीम की हार की वजह से बांग्लादेश और नेपाल ग्रुप ए से सेमीफाइनल तक पहुंचने में सफल रहे ।,0.3014335251508215,0.2924007455652194,भारतीय टीम की हार के कारण गेंदबाजी करने के कारण बांग्लादेश की टीम को सेमीफाइनल में पहुंचने की उम्मीद है ।,"Due to the defeat of the Indian team, Bangladesh and Nepal have been able to reach the semi-finals from Group A.",भारतीय टीम की हार के कारण ग्रुप-ए से बांग्लादेश और नेपाल सेमीफाइनल में पहुंचने में सफल रहे।,0.009032779585602113
ग्रुप - बी से पाकिस्तान और अफगानिस्तान ने अंतिम चार में जगह बनाई ।,0.5956403592718089,0.18798317647335086,ग्रुप - बी के मैच में पाकिस्तान और अफगानिस्तान ने उसे बीच किया ।,"From Group-B, Pakistan and Afghanistan made it to the last four.",ग्रुप-बी से पाकिस्तान और अफगानिस्तान ने अंतिम चार में जगह बनाई।,0.4076571827984581
अगले साल न्यूज़ीलैंड में हुए विश्व कप को ध्यान में रखते हुए भारत ने इस टूर्नामेंट में कुछ नए खिलाड़ियों का परिचय दिया है ।,0.4467710283121972,0.24181657895638964,जान रजा विश्व कप में पूल - ए के मैच में भारत ने इस टूर्नामेंट में कुछ किसी बदलाव किया है ।,"Keeping in mind the World Cup in New Zealand next year, India has introduced some new players in this tournament.",अगले साल न्यूजीलैंड में होने वाले विश्व कप को ध्यान में रखकर भारत ने इस टूर्नामेंट में कुछ नए खिलाड़ियों को उतारा था।,0.2049544493558076
पृथ्वी शॉ और शुभमन गिल जैसे मजबूत खिलाड़ियों की गैरमौजूदगी में भारतीय टीम की कमजोरी खुल गई ।,0.6540585844910979,0.17588181044237433,निचले क्रम के बल्लेबाजों में पृथ्वी शॉ और शुभमन गिल की जोड़ी को खाता तक खोलने में परेशानी हो रही है ।,"In the absence of strong players like Prithvi Shaw and Shubhaman Gill, the weakness of the Indian team came out in the open.",पृथ्वी शॉ और शुभमन गिल जैसे दमदार खिलाड़ियों की गैरमौजूदगी में भारतीय टीम की कमजोरी खुलकर सामने आई।,0.47817677404872355
बांग्लादेश के खिलाफ भी बांग्लादेश के खिलाफ कोई भी बल्लेबाज अर्धशतक नहीं पहुंच पाया था ।,0.4121183751323027,0.24794277351227223,बांग्लादेश के खिलाफ टीम में कोई भी बल्लेबाज अर्धशतक नहीं दिखा सका ।,"Against Bangladesh, no batsman could reach the half-century against Bangladesh.",भारत की तरफ से बांग्लादेश के खिलाफ कोई भी बल्लेबाज अर्धशतक तक नहीं पहुंच पाया।,0.16417560162003048
नेपाल में नेपाल के हाथों मिली हार के बाद यह मैच भारत के लिए आर या धवन जैसा था ।,0.12401006001680986,0.11014703317346848,रविवार को इस मैच को बचाने के बाद भारत से मिले 266 रन के लक्ष्य को आर .,"After losing to Nepal on Sunday, this match for India was like R or Cross.",रविवार को नेपाल से हारने के बाद भारत के लिए यह मैच आर या पार जैसा बन गया था।,0.013863026843341383
उनकी तरफ से सातवें बल्लेबाज सलमान खान ने सर्वाधिक नाबाद 39 रन की पारी खेली ।,0.5307074109851435,0.34916650730713383,उसकी ओर से हसन खान ने सर्वाधिक नाबाद 39 रन बनाए ।,"From his side, seventh batsman batsman Salman Khan scored the highest number of unbeaten 39 runs.",उसकी तरफ से सातवें नंबर के बल्लेबाज सलमान खान ने सर्वाधिक नाबाद 39 रन बनाए।,0.18154090367800968
उनके अलावा अनुजा रावत ने 34 और हार्विक देसाई ने 21 रन का योगदान दिया ।,0.6967812829199793,0.6262844962765468,उनके अलावा अनुजा मिन ने 34 और हार्विक देसाई ने 21 रन का योगदान दिया ।,"Apart from them, Anuj Rawat contributed 34 and Harvic Desai contributed 21 runs.",उनके अलावा अनुज रावत ने 34 और हार्विक देसाई ने 21 रन का योगदान दिया।,0.07049678664343251
बांग्लादेश ने धुरंधरों की नाबाद 81 रनों की मदद से आसानी से जीत दर्ज की ।,0.4480304273880272,0.4169392927528885,बांग्लादेश ने ब्लाइंड आक्रमण के नाबाद 81 रनों की मदद से आसानी से जीत लिया ।,Bangladesh won easily with the help of Pinak Ghosh's unbeaten 81.,बांग्लादेश ने पिनाक घोष के नाबाद 81 रन की मदद से आसानी से जीत दर्ज की।,0.031091134635138684
उनके अलावा मुहम्मद समी ने नाबाद 48 रन बनाए ।,0.37991784282579627,0.15851165692617153,उनके अलावा मोहम्मद रॉय ने नाबाद 48 रनों की पारी खेली ।,"Apart from them, Muhammad T. Hedoodi scored an unbeaten 48.",उनके अलावा मुहम्मद ताविद हिरदोय ने नाबाद 48 रन बनाए।,0.22140618589962474
क्रिकेट की खबरों के लिए यहां क्लिक,0.8668778997501817,0.8668778997501817,क्रिकेट की खबरों के लिए यहां क्लिक,Click here for cricket news,क्रिकेट की खबरों के लिए यहां क्लिक करें,0.0
अन्य खेलों की खबरों के लिए यहां क्लिक,0.8824969025845955,0.8824969025845955,अन्य खेलों की खबरों के लिए यहां क्लिक,Click here for news of other sports,अन्य खेलों की खबरों के लिए यहां क्लिक करें,0.0
"जासं , जेएनएन ।",0.0,0.0,"प्रिटोरिया , जेएनएन ।","Jassa, Allahabad","जासं, इलाहाबाद।",0.0
पहला राष्ट्रीय टीम का नाम दिल्ली के नाम है ।,0.16784459625186196,0.0,पहला डे - नाइट फॉर्मेट का पहला डे - नाइट ण है ।,The first National Wheel Chair Cricket competition is named after Delhi.,पहली राष्ट्रीय व्हील चेयर क्रिकेट प्रतियोगिता दिल्ली के नाम रही।,0.16784459625186196
मंगलवार को हुए खिताबी मुकाबले में उनके खिलाड़ियों ने सबका दिल जीत लिया ।,0.3270915451710202,0.050732163551227547,कटक में खेले जा रहे मुकाबले में उनके खिलाड़ियों ने अच्छा प्रदर्शन किया ।,"In the title match held on Tuesday, his players won the hearts of everyone.",मंगलवार को हुए खिताबी मुकाबले में उसके खिलाडि़यों के जज्बे ने हर किसी का दिल जीत लिया।,0.2763593816197926
कप्तान कीटोन गुप्ता ने बनाया पहला,0.16341219448835542,0.08170609724417771,कप्तान फरगाना हक ने दिलाई पहली,Captain Sonu Gupta made the first century,कप्तान सोनू गुप्ता ने पहला शतक जमाया।,0.08170609724417771
फाइनल मुकाबले में पंजाब को 83 रनों से मात मिली थी ।,0.23462350320528,0.14458924666162856,अंतिम मुकाबले में पंजाब ने 83 रन से जीत दर्ज की थी ।,"In the final match, Punjab were beaten by 83 runs.",फाइनल मैच में पंजाब को 83 रन से शिकस्त मिली।,0.09003425654365144
यह मुकाबला अलीस्बा क्रिकेट एकादश के संयुक्त शहरों और डायलॉग के तहत हुआ था ।,0.08225964699966554,0.05633171091207466,इस टेस्न्यूट क्रिकेट एकादश के लिए यादगार खबर था ।,This competition was held under a joint venture of Disabled Cricket XI and Trishala Foundation.,यह प्रतियोगिता विकलांग क्रिकेट एकादश उप्र और त्रिशला फाउंडेशन के संयुक्त तत्वावधान में हुई थी।,0.025927936087590878
सरकार के मैदान पर पहले बल्लेबाजी करते हुए दिल्ली ने 15 ओवर में दो विकेट पर 157 रन का विशाल स्कोर खड़ा किया ।,0.821733500055363,0.4873680542263612,पहले बल्लेबाजी करने उतरी दिल्ली की टीम ने निर्धारित 15 ओवर में दो विकेट पर 157 रन का विशाल स्कोर बनाया ।,"Batting first on the government press ground, Delhi scored a huge score of 157 runs in 15 overs for two wickets.",गवर्नमेंट प्रेस मैदान पर पहले बल्लेबाजी करते हुए दिल्ली ने 15 ओवर में दो विकेट पर 157 रन का विशाल स्कोर खड़ा किया।,0.33436544582900185
कप्तान कीटोन गुप्ता ने सिर्फ 59 गेंदों पर 18 चौकों की मदद से नाबाद 105 रन बनाए ।,0.13155958751758784,0.10975762213309227,कप्तान एमएस गुप्ता ने महज 59 गेंदों पर नाबाद 105 रनों की शानदार व धुआंधार कप्तानी पारी खेली ।,Captain Sonu Gupta scored an unbeaten 105 off just 59 balls with 18 fours.,कप्तान सोनू गुप्ता ने 18 चौकों के साथ मात्र 59 गेंद पर नाबाद 105 रन की पारी खेली।,0.021801965384495567
मनोज ने 21 रन की उपयोगी पारी खेली ।,0.6496350258549114,0.6496350258549114,मनोज ने 21 रन की उपयोगी पारी खेली ।,Manoj scored a useful knock of 21 runs.,साथी बल्लेबाज मनोज ने 21 रन की उपयोगी पारी खेली।,0.0
लक्ष्य का पीछा करने उतरी पंजाब की टीम 15 ओवर में पांच विकेट के नुकसान पर 74 रन ही बना पाई ।,0.9021315316859231,0.9021315316859231,लक्ष्य का पीछा करने उतरी पंजाब की टीम 15 ओवर में पांच विकेट के नुकसान पर 74 रन ही बना सकी ।,"Going to chase the target, Punjab's team could only manage 74 runs at the loss of five wickets in 15 overs.",लक्ष्य का पीछा करने उतरी पंजाब की टीम 15 ओवर में पांच विकेट के नुकसान पर 74 रन ही बना सकी।,0.0
सुनील ने 17 और दीशुक्ला का नाबाद 14 रन की पारी खेली ।,0.2613022659677713,0.21648693746244407,सुनील ने 17 और निमाररंजन 14 रन बनाकर नाबाद रहे ।,Sunil played 17 and Sunny Shukla's unbeaten 14 runs.,सुनील ने 17 और सन्नी शुक्ला ने नाबाद 14 रनों की पारी खेली।,0.04481532850532721
दिल्ली के दिलेर और दीपक ने एक - एक विकेट हासिल किया ।,0.09238430210261096,0.05816635421147516,दिल्ली की तरफ से मानसी जोशी और दीपक ने एक - एक विकेट हासिल किया ।,Delhi's Prithi and Deepak got one wicket each.,दिल्ली के पृथ्वी और दीपक को एक-एक विकेट मिला।,0.0342179478911358
