ay,bleu_ay,bleu_iy,iy,x,z,dblue
क्यूरेटर के लिए टीम को जीत दिलाने की यह बेहद जरूरी है ।,0.1004916995660316,0.03435488317233918,यह ऐसी टीम है जिसकी सबसे कम कमजोरियां हैं ।,It is extremely important for the trio to win the team.,टीम की जीत के लिए इन तीनों का चलना बेहद जरूरी है।,0.06613681639369243
"वहीं , हार्दिक पांड्या , उनके भाई क्रुणाल पांड्या भी बल्ले के साथ तूफानी अंदाज में प्रदर्शन कर सकते हैं ।",0.42976413628238785,0.02407485903547034,वहीं हरभजन सिंह की जगह टीम में शामिल किए गए मुरली विजय 12 रन बनाकर पवेलियन लौट गए ।,"At the same time Hardik Pandya, his brother, Kunal Pandya, can also perform in a stormy manner with the bat.",वहीं हार्दिक पांड्या उनेक भाई क्रुणाल पांड्या भी बल्ले से तूफानी अंदाज में प्रदर्शन कर सकते हैं।,0.4056892772469175
गेंदबाजी में इस वर्ष टीम को नया हथियार मिला ।,0.23736810439041953,0.0507355200422595,टीम इस बार फिर से आइपीएल ट्रॉफी जीतेगी ।,The team got new weapons this year in bowling.,गेंदबाजी में टीम को इस साल नया हथियार मिला है।,0.18663258434816002
लेग स्पिनर मयंक मार्कंडेय टीम के लिए अभी तक काफी उपयोगी साबित हुए हैं ।,0.8507331335123524,0.021476912089159056,दुनियाभर के लोगों को बेहतर प्रदर्शन किया जा रहा है और उसके पास ज्यादा अच्छा करना है ।,Leg spinner Mayank Markandey has proved to be very useful for the team yet.,लेग स्पिनर मयंक मार्कंडेय टीम के लिए अभी तक काफी उपयोगी साबित हुए हैं।,0.8292562214231933
"हालांकि , कुछ मैचों में उन्हें दूसरे छोर से सहयोग नहीं मिला है ।",0.4913270548144421,0.028398387225677897,हालांकि दूसरी ओर बीसीसीआइ इस मैच को आयोजित करने को लेकर प्रतिबद्ध है ।,"However, in some matches he has not got support from the other end.",हालांकि कुछ मैचों में उन्हें दूसरे छोर से समर्थन नहीं मिला है।,0.4629286675887642
मयंक के अलावा अकीला धनंजय मुंबई के लिए एक और अच्छे विकल्प हैं ।,0.3661926362999429,0.03089055318156698,आइपीएल के 11वें सीजन में महेंद्र सिंह धौनी बेहतरीन फॉर्म में है ।,"Apart from Mayank, Akila Dhananjay is another good option for Mumbai.",मयंक के अलावा अकिला धंनजय मुंबई के लिए एक और अच्छा विकल्प हैं।,0.33530208311837595
वहीं जसप्रीत बुमराह की जिम्मेदारी जसप्रीत बुमराह की जिम्मेदारी है ।,0.10234459018728546,0.026279617104084448,वहीं स्पिन में रवींद्र जडेजा और हरभजन सिंह जैसे अनुभवी स्पिनर उनके पास है ।,"At the same time, the responsibility of supporting Jaspreet Bumrah is the responsibility of Mustafizur Rahman.",वहीं मुस्तफिजुर रहमान पर जसप्रीत बुमराह का साथ देने की जिम्मेदारी है।,0.07606497308320101
अंतिम मैच में रहमान ने शानदार गेंदबाजी करते हुए शानदार गेंदबाजी की ।,0.15133218633429316,0.033864985683445356,इस सीजन में उनके बल्ले से तीन अर्धशतक भी निकले हैं ।,Rahman has bowled superb bowling in the last over in the last match.,रहमान ने बीते मैचों में आखिरी ओवरों में शानदार गेंदबाजी की है।,0.1174672006508478
वह बुमराह के बाद एक चमचमाती - लाइन विशेषज्ञ बन चुके हैं ।,0.22997519112894443,0.07574347133041985,वह 2015 के बाद से कोलकाता से नहीं हारी है ।,He has become a dead-on-the-line expert after Bumrah.,वह बुमराह के बाद टीम के डेथ ओवर विशेषज्ञ बन गए हैं।,0.15423171979852457
आरसीबी की मजबूती से अच्छी बल्लेबाजी : रॉयल चैलेंजर्स बेंगलुरु की बात है ।,0.1938867199918138,0.042377131997527843,आरसीबी की बल्लेबाजी के मुख्य स्तंभ डिविलियर्स वायरल बुखार के कारण पिछले दो मैचों में नहीं खेल पाए थे ।,"RCB strength batting : Talking about Royal Challengers Bangalore, batting is his strength.",आरसीबी की ताकत बल्लेबाजी : रॉयल चैलेंजर्स बेंगलूर की बात की जाए तो बल्लेबाजी उसकी ताकत है।,0.15150958799428596
"टीम के पास ब्रेंडन मैकुलम , विराट कोहली , एबी डिविलियर्स और क्विंटन डी कॉक जैसे बेहतरीन के दिग्गज बल्लेबाज हैं जो इससे खेल बदल सकते हैं ।",0.287686670403962,0.09630722797518237,टीम के पास एबी डिविलियर्स और विराट कोहली के रूप में दो बेहतरीन बल्लेबाज और चहल व साउथी के रूप में दो असाधारण गेंदबाज हैं ।,"The team has great batters like Brendon McCullum, Virat Kohli, AB de Villiers and Quinton de Kock, who can change the game's stand from anywhere.","टीम के पास ब्रेंडन मैकुलम, विराट कोहली, एबी डिविलियर्स और क्विंटन डि कॉक जैसे दिग्गज बल्लेबाज हैं जो कहीं से भी मैच का रुख बदल सकते हैं।",0.19137944242877963
गेंदबाजी आरसीबी के लिए चिंता का विषय है ।,0.7259795291154771,0.041961149062965476,गेंदबाजी की बात करें तो यह बहुत खास है ।,Bowling is a matter of concern for RCB.,गेंदबाजी आरसीबी के लिए चिंता का विषय है।,0.6840183800525117
हालांकि वॉशिंगटन सुंदर और युजवेंद्र चहल ने काफी प्रभावित किया ।,0.5366551979187751,0.03435488317233918,हालांकि आखिरी टेस्ट मैच में उन्होंने अच्छी पारी खेली ।,Although Washington Sunder and Yuviwendra Singh Chahal impressed a lot.,हालांकि वॉशिंगटन सुंदर और युजवेंद्रा सिंह चहल ने काफी प्रभावित किया है।,0.502300314746436
राजस्थान के खिलाफ पिछले मैच में चहल ने अपनी फिरकी से रनों की बरसात रोक दी थी ।,0.6341922683775969,0.0998895020938989,पिछले मैच में कोलकाता के खिलाफ वानखेड़े में उन्होंने शानदार पचासा जड़ा था ।,"In the last match against Rajasthan, Chahal had stopped the run of runs from his spin.",राजस्थान के खिलाफ पिछले मैच में चहल ने अपनी फिरकी से रनों के तूफान को रोके रखा था।,0.534302766283698
चहल का यह प्रदर्शन तब आया जब बाकी आरसीबी के गेंदबाजों की जमकर धुनाई हो रही थी ।,0.4074957558536872,0.02725762876425167,"यह छठा मौका है , जब कोलकाता ने प्लेऑफ में जगह बनाई है ।",This performance of Chahal came when the rest of the RCB bowlers were getting scratched.,चहल का यह प्रदर्शन तब आया था जब आरसीबी के बाकी गेंदबाजों की धुनाई हो रही थी।,0.3802381270894355
"उन्होंने तेजी से गेंदबाजी की लत , क्रिस वोक्स में की है ।",0.07347053125977877,0.0,वह 2015 के बाद से कोलकाता से नहीं हारी है ।,"He has Kulwant Khaerolia, Chris Woakes in fast bowling.","तेज गेंदबाजी में उसके पास कुलवंत खेजरोलिया, क्रिस वोक्स हैं।",0.07347053125977877
कोहली को कल के मैच में मुहम्मद सिराज को मौका दे सकते हैं ।,0.6930977286178778,0.0367352656298894,कोहली के इस मज़ाक के बाद उनकी जमकर आलोचना हो रही थी ।,Kohli can give chance to Mohammad Siraj in tomorrow's match.,कोहली कल के मैच में मुहम्मद सिराज को मौका दे सकते हैं।,0.6563624629879884
बाकी इस विभाग में उमेश यादव को जिम्मेदारी लेनी होगी ।,0.3508439695638686,0.09030367376343264,उमेश यादव इस मैच में भी नहीं चल पाए ।,Umesh Yadav will have to take responsibility in the rest of this department.,बाकी इस विभाग में बड़ी जिम्मेदारी उमेश यादव को निभानी होगी।,0.260540295800436
IPL 2018 : अब आइपीएल में मुंबई और आरसीबी के लिए हर मैच,0.7539221180326288,0.07141816289329643,IPL 2018 : प्लेऑफ में पहुंचने के लिए कोलकाता और राजस्थान में होगी कड़ी,IPL 2018: Now every semifinal match for Mumbai and RCB in IPL,IPL 2018: अब आइपीएल में मुंबई और आरसीबी के लिए हर मैच सेमीफाइनल,0.6825039551393324
यह भी,0.36064528799877893,0.36064528799877893,यह भी,Also read,यह भी पढ़ें,0.0
आइपीएल की खबरों के लिए यहां क्लिक,0.8668778997501817,0.8668778997501817,आइपीएल की खबरों के लिए यहां क्लिक,Click here for the news of the IPL,आइपीएल की खबरों के लिए यहां क्लिक करें,0.0
"नई दिल्ली , [ जागरण स्पेशल ] ।",0.05522397783539471,0.05522397783539471,"नई दिल्ली , [ जागरण स्पेशल ] ।","New Delhi, [Jagaran Special].","नई दिल्ली, [जागरण स्पेशल]।",0.0
आइपीएल के सुरेश रैना लगातार अच्छा प्रदर्शन कर रहे हैं ।,0.5900468726392808,0.033864985683445356,आइपीएल का 29वां मैच कोलकाता और बैंगलोर के बीच खेला गया ।,IPL's Suresh Raina is consistently performing well.,आइपीएल की जान सुरेश रैना लगातार अच्छा प्रदर्शन कर रहे हैं।,0.5561818869558355
उनकी टीम सुपर किंग्स ( सीएसके ) ने फिर से प्लेऑफ में क्वालीफाइ कर लिया है ।,0.29989100815640113,0.02648568136290957,आइपीएल के सर्वश्रेष्ठ गेंदबाजी आक्रमण पर दायें हाथ के तेज गेंदबाज ने ।,His team Chennai Super Kings (CSK) has again qualified in the playoffs.,उनकी टीम चेन्नई सुपर किंग्स (सीएसके) ने फिर से प्लेऑफ में क्वालीफाई कर लिया है।,0.27340532679349155
"सीएसके को इस बार ऐसी उम्र की टीम कहा जा रहा था , लेकिन रैना ने इसे स्वीकार करने से इंकार कर दिया ।",0.24769802565621082,0.023629035975324623,सीएसके की जीत में अहम भूमिका निभाई संजू सैमसन और कृष्णप्पा गौतम ने ।,"CSK was being called an aging team this time, but Raina refused to accept it as such.","सीएसके को इस बार उम्रदराज टीम कहा जा रहा था, लेकिन रैना ने उसे ऐसा मानने से इन्कार किया।",0.2240689896808862
अभिषेक त्रिपाठी की एक खास बातचीत सुरेश रैना से हुई है ।,0.16590387014219715,0.08392229812593097,अभिषेक त्रिपाठी एक रन बनाकर रन आउट हो गए ।,Abhishek Tripathi has a special conversation with Suresh Raina.,अभिषेक त्रिपाठी ने सुरेश रैना से विशेष बातचीत की।,0.08198157201626619
जायरा का मुख्य हिस्सा है,0.10682175159905853,0.0,सोशल मीडिया पर ट्रोल हुए इशान,Introducing the main part-,पेश हैं मुख्य अंश-,0.10682175159905853
"सवाल : आइपीएल से पहले महेंद्र सिंह धौनी पर सवाल खड़े हो गए थे , लेकिन इस सत्र में उनका नया लुक देखने को मिला ।",0.3567069787878053,0.014282373830210138,आइपीएल11 के 23वें मुकाबले में सनराइजर्स हैदराबाद और कोलकाता नाइट राइडर्स के बीच खेला गया .,"Question: Before the IPL, questions were raised on Mahendra Singh Dhoni being a finisher, but in this session his new look was seen.","सवाल- आइपीएल से पहले महेंद्र सिंह धौनी के फिनिशर के तौर पर बने रहने पर सवाल उठ रहे थे, लेकिन इस सत्र में उनका नया रूप देखने को मिला।",0.34242460495759514
क्या हैं,0.18032264399938952,0.0,What do you reckon the conversation is all about ?,What are the reasons,क्या कारण हैं?,0.18032264399938952
लाज : वो हमारे कप्तान हैं और हम अच्छी बल्लेबाजी कर रहे हैं ।,0.35556702356686953,0.033864985683445356,टीम के कप्तान रोहित शर्मा अपना खाता भी नहीं खोल पाए ।,Answer: He is our captain and we are batting very well.,जवाब- वह हमारे कप्तान हैं और बहुत अच्छी बल्लेबाजी कर रहे हैं।,0.32170203788342416
हमारी टीम ने भी क्वालीफाई कर लिया है ।,0.1199014838091355,0.0,यह एक असंभव कार्य है ।,Our team has also qualified.,हमारी टीम क्वालीफाई भी कर चुकी है।,0.1199014838091355
सीएसके के ओपनर्स अच्छी शुरुआत दे रहे हैं और माही भी 10 - 11 ओवर बल्लेबाजी करने वाले हैं ।,0.3942058093215873,0.02265000110415278,सीएसके अपने सभी मैच खेल चुका है और वह अंक तालिका में शीर्ष पर है ।,CSK Openers are giving good starts and Mahi is also getting to bat 10-11 over.,सीएसके के ओपनर अच्छी शुरुआत दे रहे हैं और माही को भी 10-11 ओवर बल्लेबाजी करने को मिल रही है।,0.3715558082174345
"उन्होंने अपने करियर में काफी कुछ हासिल किया है , इसलिए उन पर कोई अतिरिक्त दबाव नहीं पड़ता ।",0.557853798004205,0.020244462660665506,"उन्होंने इस पारी में दो छक्के और 11 चौकों जड़े , जिसमें राशिद खान ने एक विकेट लिए ।","He has achieved a lot in his career, so there is no additional pressure on him.","वह अपने करियर में काफी कुछ हासिल कर चुके हैं, इसलिए उन पर कोई अतिरिक्त दबाव नहीं है।",0.5376093353435395
वह बल्लेबाजी का लुत्फ उठा रहे हैं ।,0.6803749333171202,0.06567274736060397,वह अच्छी गेंदबाजी भी कर रहे हैं ।,He is enjoying batting.,वह बल्लेबाजी का लुत्फ उठा रहे हैं।,0.6147021859565163
जब हम छींटाकशी कर रहे थे तो हमने दो - तीन घंटे की घंटे बल्लेबाजी की ।,0.18295654224495206,0.031085583786586417,जब मुझे गेंद मिली और मैंने पहली गेंद की ।,"When we were camping, we batted two or three hours together.",जब हम कैंप कर रहे थे तो दो-तीन घंटे एक साथ बल्लेबाजी की।,0.15187095845836565
वह समय ज्यादातर समय से गेंद को बाउंड्री के पार पहुंचा रहे थे ।,0.460462862587273,0.04540013809283726,वह दो साल बाद वापसी कर रहे हैं ।,He was delivering the ball across the boundary most of the time.,वह अधिकतर समय गेंद को बाउंड्री के पार पहुंचा रहे थे।,0.4150627244944357
वो ऐसा करने से पहले आ गए हैं ।,0.05669791110976,0.05522397783539471,वह इस फॉर्म में बरकरार रखना चाहेंगे ।,He has come to do this before.,वह पहले भी ऐसा करते आए हैं।,0.001473933274365291
उन्होंने बहुत अच्छी तैयारी की है ।,0.6147881529512643,0.0,उन्हें ज्यादा बेहतर बल्लेबाजी करनी होगी ।,They have made very good preparation.,उन्होंने बहुत अच्छी तैयारी की है।,0.6147881529512643
अगले साल होने वाले अगले विश्व कप को देखते हुए यह काफी अच्छा है ।,0.4333207865423752,0.020244462660665506,फ्रेंचाइजी ने एक बयान जारी कर यह जानकारी दी कि राजस्थान की टीम मुश्किल में आ गई थी ।,"Looking at the next World Cup to be held next year, it is very good.",अगले साल होने वाले विश्व कप को देखते हुए भी यह बहुत अच्छा है।,0.41307632388170973
वह काफी फिट नजर आ रही हैं ।,0.20556680845025987,0.0,वो रन आउट हो गए ।,She looks quite fit.,वह काफी फिट दिख रहे हैं।,0.20556680845025987
"भारतीय खिलाड़ियों के बीच छिड़ी जंग , कोहली बना सकते हैं ' विराट ' रिकॉर्ड , रोहित रह जाएंगे देखते !",0.3410791845736444,0.3410791845736444,"भारतीय खिलाड़ियों के बीच छिड़ी जंग , कोहली बना सकते हैं ' विराट ' रिकॉर्ड , रोहित रह जाएंगे देखते !","The battle between the Indian players, Kohli can make 'Virat' record, Rohit will remain!","भारतीय खिलाड़ियों के बीच छिड़ी जंग, कोहली बना सकते हैं 'विराट' रिकॉर्ड, रोहित रह जाएंगे देखते!",0.0
यह भी,0.36064528799877893,0.36064528799877893,यह भी,Also read,यह भी पढ़ें,0.0
सवाल : आइपीएल कहते हैं क्रिकेट का,0.07492442692259767,0.05815868174415821,30 जून को होंगे डीडीसीए के,Question: IPL is called game of youth,सवाल- आइपीएल को युवाओं का खेल कहते हैं।,0.016765745178439456
"सीएसके को पुरानी टीम कहा जा रहा था , लेकिन लोग इसको रोक देते हैं ।",0.16698964409073258,0.021340743160056203,सीएसके की जीत के हीरो रहे ब्रावो ड्रेसिंग रूम में जमकर नाचे है ।,"The CSK was being called the old team, but you people stopped speaking to everyone.","सीएसके को उम्रदराज टीम कहा जा रहा था, लेकिन आप लोगों ने तो सबकी बोलती बंद कर दी।",0.14564890093067637
लाज : मुझे लगता है कि 30 के बाद यह क्रिकेट ( हंसते हुए ) क्रिकेट खेलने का सबसे अच्छा समय है ।,0.32267897362950676,0.0215631012719144,"रॉयल्स के लिए लेग स्पिनर राशिद खान ने बेहतरीन गेंदबाजी करते हुए 3 विकेट चटकाए , ।","Answer: I think that after 30, this is the best time to play cricket (laughs).",जवाब- मुझे लगता है कि 30 के बाद तो यह सर्वश्रेष्ठ टाइम है क्रिकेट खेलने का (हंसते हुए)।,0.30111587235759235
"इससे पहले कहा गया था कि सीएसके सीनियर टीम है , लेकिन आपको अनुभव की जरूरत है ।",0.2911892337378932,0.02158229074594285,पहले बल्लेबाजी करते हुए पंजाब ने 20 ओवर में 8 विकेट पर 143 रन बनाए ।,"Earlier it was said that CSK is a senior team, but you need experience.","पहले भी कहा जा रहा था कि सीएसके उम्रदराज टीम है, लेकिन आपको अनुभव की जरूरत होती है।",0.2696069429919503
"कोई भी टीम मालिक आपको पैसे देती है , क्योंकि आप युवा हैं , आपको अनुभव और प्रदर्शन की जरूरत है ।",0.1299080632357416,0.02973749241447748,टीम के पास कोई गेम बदलने वाली स्पिन जोड़ी भी नहीं है ।,"No team owner gives you money because you are young, you need experience and performance.","कोई टीम मालिक आपको पैसा इसलिए नहीं देता है कि आप युवा हो, उसे अनुभव और प्रदर्शन चाहिए।",0.10017057082126413
इसी वजह से एक साल लोग एक खिलाड़ी को मिलता है तो वो दो ।,0.06300499474091638,0.023936721689219592,वहीं दक्षिण अफ्रीका के एबी डिविलियर्स ने छह मैचों में 280 रन बनाए हैं ।,"That's why one year 10 million people get a player, then he comes to two.",इसीलिए एक साल किसी खिलाड़ी को 10 करोड़ मिलते हैं तो बाद में वह दो पर आ जाता है।,0.039068273051696786
अगर आप किसी को भी जिम्मेदारी दिलाते हैं और आपको खेलना होता है ।,0.07768562846380175,0.026279617104084448,अगर यह कैच पकड़े जाते तो चेन्नई की टीम मुश्किल में आ सकती थी ।,If you get any responsibility and you have to deliver.,अगर आपको कोई जिम्मेदारी मिलती है और आपको डिलीवर भी करना होता है।,0.051406011359717306
"इस टीम में विश्व कप की विजेता हैं टॉप क्रिकेटर , माही भाई , माही या",0.28987431404506553,0.027005617565085713,19 वर्ष के इस खिलाड़ी ने हैदराबाद को आइपीएल 2018 के फाइनल में,"The World Cup winners are the top cricketer in this team, whether they are Bhajji brothers, Mahi or I","इस टीम में विश्व कप विजेता टॉप क्रिकेटर हैं, चाहे वह भज्जी भाई हों, माही या मैं।",0.2628686964799798
जडेजा और रायुडू ने काफी अच्छा प्रदर्शन किया है ।,0.32466791547509893,0.05868924818816534,घबराकर जडेजा ने चेहरा छिपा लिया ।,Jadeja and Rayudu have done quite well.,जडेजा और रायुडू ने भी काफी अच्छा किया है।,0.2659786672869336
मुझे लगता है कि ओवरऑल अनुभव जरूरी है क्योंकि आप उन परिस्थितियों में बने हुए हैं ।,0.5009739027094059,0.1344837081243977,मुझे लगता है कि यह बहुत तेज विकेट है और यह मेरे लिए बेहद सकारात्मक बात है ।,I think the overall experience is needed because you have lived in those circumstances.,मुझे लगता है कि ओवरऑल अनुभव की जरूरत होती है क्योंकि आप उन परिस्थितियों में रह चुके होते हैं।,0.3664901945850082
दो मैचों में हम शानदार प्रदर्शन करेंगे ।,0.15181939159382826,0.0,इन दोनों से फिर विस्फोटक बल्लेबाजी की आस है ।,"In the two matches left, we will perform spectacularly.","जो दो मैच बचे हैं, उनमें भी हम शानदार प्रदर्शन करेंगे।",0.15181939159382826
इसके बाद वे प्लेऑफ में भी अच्छा प्रदर्शन करेंगे ।,0.11868405219520975,0.06837203339116285,इसके बाद अपने दूसरे मुकाबले में उसने कोलकाता नाइटराइडर्स को हराया था ।,"After this, they will do well in the playoffs.",इसके बाद प्लेऑफ में बढ़िया करेंगे।,0.0503120188040469
सवाल : धौनी और विराट की कप्तानी में काफी तुलना हुई है ।,0.5593684915933074,0.0,व्यक्तिगत रूप से रिषभ का यह सत्र मुझ पर नहीं है ।,Question: There is a lot of comparison between Dhoni and Virat's captaincy.,सवाल- धौनी और विराट की कप्तानी में काफी तुलना होती है।,0.5593684915933074
आप इसे देखिए कैसे ?,0.23643540225079396,0.0,IPL 2018 में ऐसा रहा माही का,How do you see it?,आप इसे कैसे देखते हैं?,0.23643540225079396
"रैना ने विराट कोहली से लिया बदला , आइपीएल में फिर बने रनों के",0.6997522298221912,0.6997522298221912,"रैना ने विराट कोहली से लिया बदला , आइपीएल में फिर बने रनों के","Raina took revenge from Virat Kohli, replaced by Kings XI of IPL","रैना ने विराट कोहली से लिया बदला, आइपीएल में फिर बने रनों के बादशाह",0.0
यह भी,0.36064528799877893,0.36064528799877893,यह भी,Also read,यह भी पढ़ें,0.0
लाज : मैंने दोनों के साथ क्रिकेट खेला है ।,0.17747405280050263,0.0,व्यक्तिगत रूप से रिषभ का यह सत्र शानदार रहा है ।,Answer: I have played a lot of cricket with both of them.,जवाब- दोनों के साथ मैंने काफी क्रिकेट खेली है।,0.17747405280050263
दोनों ही अच्छे क्रिकेटर हैं और कप्तान ।,0.16515821590069035,0.041961149062965476,ये दोनों आरसीबी की बल्लेबाजी की कमान संभालते हैं ।,Both are good cricketer and captain.,दोनों अच्छे क्रिकेटर और कप्तान हैं।,0.12319706683772488
क्या यह वही तरीका है कि अमिताभ अच्छे हैं ?,0.4111336169005197,0.0,दिल्ली के कोच रिकी पोंटिंग ने इन युवा भारतीय खिलाड़ियों की जमकर सराहना,Is it the same way that Amitabh is good or Dharmendra?,यह उसी तरह है कि अमिताभ अच्छे हैं या धर्मेद्र?,0.4111336169005197
दोनों ही स्वप्निल हैं ।,0.10682175159905853,0.0,अफ्रीका लौट गए हैं ।,Both are Legends.,दोनों लीजेंड हैं।,0.10682175159905853
दोनों के बीच की तुलना नहीं हो सकती ।,0.23356898886410005,0.0,उनका यह फैसला सही भी साबित हुआ ।,Can not be compared between the two.,दोनों के बीच में तुलना नहीं की जा सकती।,0.23356898886410005
सवाल : क्या कहता है सीएसके की ही जर्सी पहनकर क्या कुछ ?,0.09669265690880861,0.0,चौथी गेंद - लॉफलिन के सामने विलियमसन - कोई रन नहीं ( 00 ),Question: Does wearing a Jersey of CSK become something to both of you?,सवाल- क्या सीएसके की जर्सी पहनकर आप दोनों को कुछ हो जाता है?,0.09669265690880861
"लाज : यह ऐसा नहीं है , हमने दो साल बाद इस टीम में वापसी की और फिर जीता ।",0.2915369229944523,0.021476912089159056,रॉयल्स की तरफ से लगभग सभी गेंदबाजों का प्रदर्शन अच्छा रहा और वो बल्लेबाजी करने उतरे थे ।,"Answer: It is not so, we returned to this team two years later and then won.","जवाब- ऐसा नहीं है, हम दो साल बाद इस टीम में लौटे और फिर जीते।",0.2700600109052932
सीएसके में माहौल ऐसी हो जाएगा कि आप इसके बारे में चिंता शुरू कर देते हैं ।,0.11203754340102182,0.0,बैंगलोर की तरफ से सबसे सफल गेंदबाज उमेश यादव रहे जिन्होंने तीन विकेट लिए ।,The atmosphere in CSK becomes such that you start worrying about it.,सीएसके में माहौल ऐसा बनता है कि आप उसकी चिंता करने लगते हैं।,0.11203754340102182
इस टीम के साथ जो भी खेला जाता है वो अच्छा है ।,0.24712442545253582,0.0,फ्रेंचाइजी ने एक बयान जारी कर यह जानकारी दी ।,"Whatever is played with this team, he does well.","जो भी इस टीम के साथ खेला है, वह अच्छा करता है।",0.24712442545253582
"वो पुरानी लोग हैं , वो वही कोच हैं ।",0.092875289995668,0.0,हमारे लिए सबसे बड़ा झटका डेविड वार्नर की गैरमौजूदगी है ।,"There are those same old people, they are the same coach.","इसमें वही पुराने लोग हैं, वही कोच हैं।",0.092875289995668
हसी भी कोचिंग स्टाफ को लेकर कोचिंग देते रहे हैं ।,0.15851165692617153,0.0,व्यक्तिगत रूप से रिषभ का यह सत्र शानदार रहा है ।,Hussey has also been added to the coaching staff.,हसी को भी कोचिंग स्टाफ में जोड़ा गया है।,0.15851165692617153
उनके आने से उन्हें फायदा ही हुआ है ।,0.20164945583740662,0.0,यह सभी साथ में लगातर अंतराल पर विकेट भी निकालते रहते हैं ।,They have benefited from their arrival.,उनके आने से फायदा हुआ है।,0.20164945583740662
बल्लेबाजों का दिमाग काफी अच्छा रहता है ।,0.12223075560872526,0.0,अंपायरों से सही फैसले की उम्मीद की जाती है ।,The mind set of the batsmen is good.,बल्लेबाजों का माइंड सेट अच्छा है।,0.12223075560872526
उन्हें कैसा शॉट खेलना है ।,0.13832543625866361,0.12223075560872526,उन्हें अपनी स्ट्रेंथ और कमजोरी पता है ।,They know how to play the shot.,उन्हें पता है कि कैसे शॉट खेलना है।,0.016094680649938353
हसी तकनीक के बारे में बल्लेबाजों को बताते हैं ।,0.3356891925037239,0.0,अंपायरों से सही फैसले की उम्मीद की जाती है ।,Hussey tells the batsmen about the technique.,हसी बल्लेबाजों को तकनीक के बारे में बताते हैं।,0.3356891925037239
वह लक्ष्य का पीछा करते हुए एक विश्व स्तरीय बल्लेबाज रहे हैं ।,0.3867706276352344,0.03747776736677922,वह 2015 के बाद से कोलकाता से नहीं हारी है ।,He has been a world-class batsman following the goal.,वह लक्ष्य का पीछा करने वाले विश्व स्तरीय बल्लेबाज रहे हैं।,0.3492928602684552
मुझे लगता है कि अपने स्वर्णिम स्तर पर भिन्डी बहुत ही अच्छे हैं ।,0.10571070857151538,0.05522397783539469,मुझे नहीं लगता कि हमने कड़ी मेहनत की है ।,I think overlay is very good at our concrete level.,मुझे लगता है ओवरऑल हमारा कंफर्टेबल लेवल काफी अच्छा है।,0.050486730736120686
हमें संभावितों में नहीं विश्वास है ।,0.08643019616048525,0.04767707020457096,हम दो साल बाद वापसी कर रहे हैं ।,We do not believe in meetings.,हम बैठकों में विश्वास नहीं रखते।,0.03875312595591429
"सवाल : ये क्या है क्रिकेट , विश्व कप को देखकर क्या ।",0.11498759556447223,0.0,क्वालीफायर - 1 की विजेता टीम बनाम क्वालीफायर - 2 की विजेता टीम ( मैच मुंबई में ),"Question : What is the IPL, seeing the World Cup next year?",सवाल- अगले साल होने वाले विश्व कप को देखते हुए आइपीएल कैसा रहा?,0.11498759556447223
गौरतलब है कि आपने सभी शीर्ष खिलाडि़यों को भारत में यहां देखा है ।,0.04246549372656571,0.0181608494154393,राजस्थान की तरफ से लगभग सभी गेंदबाजों का प्रदर्शन अच्छा रहा और वो सिर्फ 2 रन बनाकर आउट हो गए ।,Answer: You have seen all the top players in India are doing well here.,जवाब- आपने देखा होगा भारत के सारे शीर्ष प्लेयर यहां अच्छा कर रहे हैं।,0.02430464431112641
ये हैं सभी,0.0,0.0,प्लेऑफ के,All are in rhythm,सब लय में हैं।,0.0
यह हर खिलाड़ी के लिए महत्वपूर्ण है ।,0.19493995755254476,0.041961149062965476,यह ऐसी टीम है जिसकी सबसे कम कमजोरियां हैं ।,It is important for every player to have this mind.,हर खिलाड़ी के दिमाग में यह होना जरूरी है।,0.1529788084895793
अगर यह लय एक साल के लिए होती है तो टीम इंडिया के लिए यह महान होगा ।,0.5292031904718659,0.019146030690102515,यदि मुंबई हार गया तो उसके 12 अंक रह जाएंगे और वह प्लेऑफ की दौड़ से बाहर हो जाएगा ।,If this rhythm persists for a year then it would be great for Team India.,अगर यह लय एक साल तक बनी रहती है तो टीम इंडिया के लिए यह बहुत अच्छा होगा।,0.5100571597817634
IPL की खबरों के लिए यहां क्लिक,0.8668778997501817,0.8668778997501817,IPL की खबरों के लिए यहां क्लिक,Click here for IPL news,IPL की खबरों के लिए यहां क्लिक करें,0.0
आइपीएल का पूरा शेड्यूल देखने के लिए यहां क्लिक,0.8948393168143697,0.8948393168143697,आइपीएल का पूरा शेड्यूल देखने के लिए यहां क्लिक,Click here to view full schedule of IPL,आइपीएल का पूरा शेड्यूल देखने के लिए यहां क्लिक करें,0.0
सवाल : आप भी रणजी टीम के कप्तान होते हैं ।,0.16590387014219715,0.0,व्यक्तिगत रूप से रिषभ का यह सत्र शानदार रहा है ।,Question: You are also the captain of the Ranji team.,सवाल- उप्र रणजी टीम के भी आप कप्तान रहे हैं।,0.16590387014219715
इस आइपीएल में भी कई क्रिकेटर हैं,0.19740631366145514,0.049900497019368314,आइपीएल 2018 में भारतीय युवा बल्लेबाज विदेशी बल्लेबाजों पर हैं,There are many cricketer from there in this IPL?,इस आइपीएल में वहां से बहुत क्रिकेटर आए हैं?,0.14750581664208684
